point,density,raw,cloglog_java
0,5.0524603078428335e-05,9.0670185747829820e-06,0.00021604233725969202
1,9.1089536326062030e-05,1.6346699776240286e-05,0.00038946351633695200
2,0.00016422303437430743,2.9471053949057332e-05,0.00070204419836017440
3,0.00029607357888579655,5.3132622043420880e-05,0.0012653411065663978
4,0.00053378360988291580,9.5791468133066690e-05,0.0022800927907479230
5,0.00096234504697070500,0.00017270002898764407,0.0041069587861120030
6,0.0017349876846765515,0.00031135653929953370,0.0073921219908077430
7,0.0031279656662179783,0.00056133687488562980,0.013287503850487381
8,0.0056393306393194970,0.0010120201355502312,0.023827812365941003
9,0.010167007394943530,0.0018245456526756450,0.042547000905565070
10,8.4125158384071510e-05,1.5096889974393520e-05,0.00035969189423967760
11,0.00015166713251891565,2.7217803286815206e-05,0.00064838583217641240
12,0.00027343685917940286,4.9070293087933080e-05,0.0011686542346942552
13,0.00049297243717963630,8.8467597416360360e-05,0.0021059488033055020
14,0.00088876761000016660,0.00015949600664903754,0.0037935518857992180
15,0.0016023367738459754,0.00028755133947251650,0.0068288813085776170
16,0.0028888126749113400,0.00051841907875715300,0.012277852523657984
17,0.0052081677253764320,0.00093464472018257560,0.022026242332236600
18,0.0093896746200357600,0.0016850474621023170,0.039358919792396696
19,0.016928408246255500,0.0030379296948072660,0.069835106742331730
20,0.00014007120970667604,2.5136828056448350e-05,0.00059882743222539060
21,0.00025253086154890060,4.5318555176288516e-05,0.0010793513788223130
22,0.00045528153978376335,8.1703683482031430e-05,0.0019450922398013270
23,0.00082081563891443720,0.00014730151631190354,0.0035040193432356315
24,0.0014798278739931133,0.00026556619950381900,0.0063084201015924934
25,0.0026679444601508750,0.00047878262277740644,0.011344477865845026
26,0.0048099699752532895,0.00086318515045178770,0.020359460710175692
27,0.0086717739099897180,0.0015562148008593732,0.036405159570545687
28,0.015634123109473010,0.0028056605296629916,0.064672426431609310
29,0.028186367396016133,0.0050582548137711290,0.11355610635195679
30,0.00023322326121654683,4.1853661635686296e-05,0.00099686920576691480
